1	-5	-1	5	-8	7	6	-5	-1	5	1	-5	8	-7	-6	5	-8	7	6	-5	8	-7	-6	5	1	-6	-1	6	-3	2	1	-3
-1	6	1	-6	1	-1	-1	1	1	-6	-1	6	-1	1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	7	1	-7	1	-1	-1	4
0	0	3	-2	0	0	-6	5	0	0	-3	2	0	0	6	-5	0	0	-6	5	0	0	6	-5	0	0	1	-4	0	0	-1	3
0	0	-1	1	0	0	1	-1	0	0	1	-1	0	0	-1	1	0	0	1	-1	0	0	-1	1	0	0	-1	5	0	0	1	-4
0	0	0	0	8	-7	-6	5	0	0	0	0	-8	7	6	-5	0	0	0	0	-1	1	1	-1	0	0	0	0	3	-2	-1	3
0	0	0	0	-1	1	1	-1	0	0	0	0	1	-1	-1	1	0	0	0	0	1	-2	-1	2	0	0	0	0	-1	1	1	-4
0	0	0	0	0	0	6	-5	0	0	0	0	0	0	-6	5	0	0	0	0	0	0	-1	2	0	0	0	0	0	0	1	-3
0	0	0	0	0	0	-1	1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	1	-3	0	0	0	0	0	0	-1	4
0	0	0	0	0	0	0	0	7	-6	-5	4	-7	6	5	-4	0	0	0	0	0	0	0	0	-1	6	1	-6	3	-2	-1	3
0	0	0	0	0	0	0	0	-1	1	1	-1	1	-1	-1	1	0	0	0	0	0	0	0	0	1	-7	-1	7	-1	1	1	-4
0	0	0	0	0	0	0	0	0	0	5	-4	0	0	-5	4	0	0	0	0	0	0	0	0	0	0	-1	4	0	0	1	-3
0	0	0	0	0	0	0	0	0	0	-1	1	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	-5	0	0	-1	4
0	0	0	0	0	0	0	0	0	0	0	0	9	-8	-9	8	0	0	0	0	0	0	0	0	0	0	0	0	-3	2	1	-3
0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	-7	-6	5	-8	7	6	-5	-1	6	1	-6	3	-2	-1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	1	-1	-1	1	1	-7	-1	7	-1	1	1	-4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	-5	0	0	-6	5	0	0	-1	4	0	0	1	-3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	1	-1	0	0	1	-5	0	0	-1	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	1	0	0	0	0	-3	2	1	-3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	2	1	-2	0	0	0	0	1	-1	-1	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-2	0	0	0	0	0	0	-1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	1	-4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-6	-1	6	-3	2	1	-3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	7	1	-7	1	-1	-1	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-4	0	0	-1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	5	0	0	1	-4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	-2	-1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	4
