6	-5	-6	5	-8	7	3	-2	-6	5	6	-5	8	-7	-3	2	-8	7	3	-2	8	-7	-3	2	4	-3	-4	3	-1	5	5	-4
-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-6	-1	1
0	0	9	-8	0	0	-3	2	0	0	-9	8	0	0	3	-2	0	0	-3	2	0	0	3	-2	0	0	1	-4	0	0	-5	4
0	0	-1	1	0	0	1	-1	0	0	1	-1	0	0	-1	1	0	0	1	-1	0	0	-1	1	0	0	-1	5	0	0	1	-1
0	0	0	0	8	-7	-3	2	0	0	0	0	-8	7	3	-2	0	0	0	0	-1	1	1	-1	0	0	0	0	1	-5	-5	4
0	0	0	0	-1	1	1	-1	0	0	0	0	1	-1	-1	1	0	0	0	0	1	-2	-1	2	0	0	0	0	-1	6	1	-1
0	0	0	0	0	0	3	-2	0	0	0	0	0	0	-3	2	0	0	0	0	0	0	-1	2	0	0	0	0	0	0	5	-4
0	0	0	0	0	0	-1	1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	1	-3	0	0	0	0	0	0	-1	1
0	0	0	0	0	0	0	0	1	-3	-1	6	-1	3	1	-6	0	0	0	0	0	0	0	0	-4	3	4	-3	1	-5	-5	4
0	0	0	0	0	0	0	0	-1	4	1	-7	1	-4	-1	7	0	0	0	0	0	0	0	0	1	-1	-1	1	-1	6	1	-1
0	0	0	0	0	0	0	0	0	0	1	-6	0	0	-1	6	0	0	0	0	0	0	0	0	0	0	-1	4	0	0	5	-4
0	0	0	0	0	0	0	0	0	0	-1	7	0	0	1	-7	0	0	0	0	0	0	0	0	0	0	1	-5	0	0	-1	1
0	0	0	0	0	0	0	0	0	0	0	0	2	-1	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	5	5	-4
0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	-6	-1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	-7	-3	2	-8	7	3	-2	-4	3	4	-3	1	-5	-5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	6	1	-1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	-2	0	0	-3	2	0	0	-1	4	0	0	5	-4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	1	-1	0	0	1	-5	0	0	-1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	1	0	0	0	0	-1	5	5	-4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	2	1	-2	0	0	0	0	1	-6	-1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-2	0	0	0	0	0	0	-5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	1	-1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-3	-4	3	-1	5	5	-4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	1	-6	-1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-4	0	0	-5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	5	0	0	1	-1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-5	-5	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	6	1	-1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	-4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1
